/home/huawei/result/bin/numactl /home/huawei/result/bin/bench_hashjoin_mt
# started on Fri Apr  2 11:20:59 2021

16068115203,,cycles,6251380370,100.00,,
2114264294,,dTLB-loads,6221180080,100.00,,
128730569,,dTLB-load-misses,6194833890,100.00,6.09,of all dTLB cache hits
2179414587,,iTLB-loads,6168287910,100.00,,
2629,,iTLB-load-misses,6141196550,100.00,0.00,of all iTLB cache hits
2412621,,dtlb_walk,6112611830,100.00,,
4507,,itlb_walk,6082450030,100.00,,
145,,context-switches,6056154800,100.00,,
92,,cpu-migrations,6033416290,100.00,,
1,,page-faults,6011555900,100.00,,
1558810505,,mem_access,5984375700,100.00,,
32381730,,remote_access,5950238780,100.00,,
Execution Time (seconds): 0
****success****
/home/huawei/result/bin/numactl /home/huawei/result/bin/bench_hashjoin_mt
# started on Fri Apr  2 11:21:00 2021

24667197868,,cycles,9521941980,100.00,,
2215814927,,dTLB-loads,9491854890,100.00,,
138775588,,dTLB-load-misses,9469002810,100.00,6.26,of all dTLB cache hits
2308520106,,iTLB-loads,9446981120,100.00,,
3690,,iTLB-load-misses,9424107950,100.00,0.00,of all iTLB cache hits
2691239,,dtlb_walk,9400432770,100.00,,
13304,,itlb_walk,9376050500,100.00,,
231,,context-switches,9353154980,100.00,,
77,,cpu-migrations,9333991980,100.00,,
1,,page-faults,9314903180,100.00,,
1515830799,,mem_access,9290437740,100.00,,
49228968,,remote_access,9262188700,100.00,,
Execution Time (seconds): 1
****success****
