/home/huawei/result/bin/numactl /home/huawei/result/bin/bench_hashjoin_mt -- -o 800000000 -i 20000000 -s 20000000
# started on Tue Jul  6 10:57:42 2021

193772255884372,,cycles,74533993642150,100.00,,
3063043923049,,dTLB-loads,74533959119450,100.00,,
177387921900,,dTLB-load-misses,74533928831030,100.00,5.79,of all dTLB cache hits
2914497901414,,iTLB-loads,74533898263750,100.00,,
20927772,,iTLB-load-misses,74533866122010,100.00,0.00,of all iTLB cache hits
173624926272,,dtlb_walk,74533832509130,100.00,,
32627891,,itlb_walk,74533796215670,100.00,,
590377,,context-switches,74534029776030,100.00,,
9073,,cpu-migrations,74534002021480,100.00,,
1,,page-faults,74533976181380,100.00,,
2165899726995,,mem_access,74533676876900,100.00,,
147525687445,,remote_access,74533636626130,100.00,,
Execution Time (seconds): 1519
****success****
